gen	evals	std                                          	min                                              	avg                                              	max                                          
0  	168  	[0.16024867 1.08734016 0.22361391 1.58584722]	[-0.93496311 -7.82417453 -1.37439882  0.84175403]	[ 0.00942116 -0.06975947 -0.03393877  4.83829472]	[0.9927393  4.70476261 0.85484692 6.24045436]
1  	168  	[0.18200979 1.08846324 0.27356934 1.12314336]	[-0.93496311 -7.82417453 -1.37439882  1.17658829]	[ 0.02861236  0.04034709 -0.01728771  5.61644794]	[0.9927393  4.70476261 1.41304222 6.24383197]
2  	168  	[0.32166665 2.11066712 0.61011369 0.87682447]	[ -0.71195808 -22.86565064  -7.18648943   1.85465467]	[ 0.08014105  0.03194187 -0.02168588  5.87912413]	[2.58347525 4.70476261 1.41304222 6.24383197]
3  	168  	[0.42006009 2.57680421 0.74107505 1.00119386]	[ -1.704112   -22.86565064  -7.18648943   1.85465467]	[ 9.18506590e-02  5.31791593e-03 -4.19889113e-02  5.69197015e+00]	[2.58347525 4.70476261 1.86043846 6.24616943]
4  	168  	[0.38778107 2.33374118 0.65336366 0.82339664]	[ -0.93789084 -22.86565064  -7.18648943   1.85465467]	[1.30200056e-01 8.32887612e-02 4.55671379e-04 5.89196754e+00]    	[2.58347525 5.06991047 1.86043846 6.24616943]
5  	168  	[0.46053456 1.50426356 0.34507975 0.76073176]	[-0.71195808 -4.62175752 -1.29852929  2.17215184]    	[0.22583747 0.5489024  0.07556898 5.90023875]                    	[2.58347525 5.06991047 1.86043846 6.24616943]
6  	168  	[0.4943231  1.61601477 0.36409575 0.63081928]	[-0.89380599 -2.66461916 -1.29852929  2.17215184]    	[0.17969338 0.81887297 0.15741975 6.0008332 ]                    	[4.31780029 5.99681916 1.86043846 6.24372207]
7  	168  	[0.51489347 2.12489916 0.36981239 0.39295925]	[-0.4710472  -1.14307136 -0.52767397  2.17215184]    	[0.34312634 2.12409087 0.32433564 5.97179195]                    	[4.31780029 5.99681916 1.86043846 6.24290637]
8  	168  	[0.57429133 1.83187436 0.41782151 0.38134162]	[-0.4710472  -1.14307136 -0.52767397  2.17215184]    	[0.37772463 2.00660988 0.35785327 5.95846303]                    	[4.31780029 5.99681916 1.89733675 6.24290323]
9  	168  	[0.59019014 1.80295081 0.42133456 0.37299211]	[-0.4710472  -4.13084251 -0.70071664  2.17215184]    	[0.29637857 2.3171913  0.51598166 5.93283914]                    	[4.31780029 5.99681916 1.89733675 6.24290323]
10 	168  	[0.63362716 2.12270602 0.45343452 0.34039201]	[-1.74163036 -4.13084251 -0.94499884  2.17215184]    	[0.31084848 1.88725189 0.34393545 6.00242937]                    	[4.31780029 6.08227678 2.00315266 6.24290323]
11 	168  	[0.70536439 2.39153852 0.48476271 0.3343391 ]	[ -1.74163036 -11.29587115  -0.94499884   2.17215184]	[0.45783828 2.16994995 0.36416483 5.97052356]                    	[4.31780029 6.08227678 2.27773489 6.24206529]
12 	168  	[0.78078473 2.57092793 0.49615785 0.33714745]	[ -1.74163036 -11.29587115  -0.94499884   2.17215184]	[0.68234242 2.06158503 0.34203359 5.94981283]                    	[4.31780029 6.08227678 2.27773489 6.24206529]
13 	168  	[0.93802534 2.59300412 0.5438863  0.17228544]	[ -1.74163036 -11.29587115  -1.13257796   5.49900793]	[0.97106075 1.78446051 0.3497402  5.94689935]                    	[4.31780029 6.08227678 2.34507512 6.24206529]
14 	168  	[0.99578987 2.58805755 0.65113359 0.20340324]	[ -1.74163036 -11.29587115  -2.68601655   4.89842063]	[0.83172564 1.1985898  0.27518095 5.99739251]                    	[4.31780029 6.08227678 2.59697364 6.24206529]
15 	168  	[1.18731637 2.87407784 0.70843612 0.19823951]	[ -1.74163036 -11.29587115  -1.13257796   5.31157906]	[1.26703318 1.54820035 0.33054426 5.92942321]                    	[4.31780029 6.08227678 2.59697364 6.24179385]
16 	168  	[1.16788138 3.56436253 0.84292053 0.17326981]	[ -1.74163036 -11.29587115  -0.94499884   5.49900793]	[0.97057147 2.41964247 0.63954196 5.91785881]                    	[4.31780029 6.08227678 2.59837198 6.24069358]
17 	168  	[1.22502065 3.01666438 0.79810244 0.18624012]	[ -1.74163036 -11.29587115  -1.38614434   5.11603593]	[0.86739844 2.16644701 0.46820473 5.98014395]                    	[4.31780029 6.13432242 3.01760074 6.24071771]
18 	168  	[1.0710503  2.43911791 0.63412537 0.11640254]	[-0.95436666 -7.10797522 -1.16209162  5.71777359]    	[0.85184012 1.22934675 0.30110123 6.08680225]                    	[4.31780029 6.15904088 3.01760074 6.24072822]
19 	168  	[1.120953   3.22659688 0.80639992 0.13688063]	[-1.80623825 -7.10797522 -1.16209162  4.93048225]    	[1.06412343 1.37295208 0.31071848 6.0425709 ]                    	[4.31780029 6.15904088 3.01760074 6.24072822]
20 	168  	[1.15916377 3.151921   0.84742998 0.13052213]	[-1.80623825 -5.23828324 -0.86055237  4.93048225]    	[1.14452759 2.14011155 0.51446995 6.01318901]                    	[4.31780029 6.15904088 3.01760074 6.24221365]
21 	168  	[1.22257014 3.10188571 0.91577382 0.13495688]	[-1.80623825 -5.89976001 -0.99895057  4.93048225]    	[0.91969462 2.58690771 0.7111394  6.01062484]                    	[4.31780029 6.15904088 3.01760074 6.23996095]
22 	168  	[1.24689892 3.22226325 0.928554   0.13292779]	[-1.80623825 -5.38457637 -0.8243644   4.93048225]    	[1.12458778 2.27560168 0.64710853 6.00824404]                    	[4.31780029 6.15904088 3.01760074 6.23996095]
23 	168  	[1.2655442  2.63387456 0.91764058 0.13544579]	[-1.80623825 -3.79516356 -0.57653854  4.93048225]    	[1.26931732 2.66976072 0.73526674 6.00658856]                    	[4.31780029 6.15904088 4.53493018 6.23288632]
24 	168  	[1.31364708 2.79010365 1.0224272  0.14063263]	[-1.80623825 -3.79516356 -0.57653854  4.93048225]    	[1.28748845 2.80232027 0.86447454 5.99736978]                    	[4.31780029 6.15904088 4.53493018 6.24014712]
25 	168  	[1.36301471 2.9802324  0.99904241 0.1607144 ]	[-2.55357181 -3.79516356 -0.57653854  4.93048225]    	[1.35679387 2.80866894 0.80987306 5.9862644 ]                    	[4.31780029 6.15904088 4.53493018 6.24014712]
26 	168  	[1.16082257 2.76906714 0.90903152 0.09943946]	[-1.43158692 -3.79516356 -0.60973972  5.58048536]    	[1.59284297 2.72289957 0.71761452 6.02231568]                    	[4.31780029 6.15904088 4.53493018 6.24014789]
27 	168  	[1.21156114 2.16821146 0.95588845 0.10074778]	[-1.43158692 -1.29288209 -0.34842203  5.58048536]    	[1.44800358 3.77022653 1.06839553 6.00925819]                    	[4.31780029 6.15904088 4.53493018 6.23980052]
28 	168  	[1.261359   2.19550813 1.01037484 0.10790391]	[-1.43158692 -1.0846348  -0.34842203  5.58048536]    	[1.30781115 3.76981734 1.19286805 6.00706409]                    	[4.31780029 6.15904088 4.53493018 6.23994734]
29 	168  	[1.27908884 2.05701474 1.01378631 0.11157545]	[-0.94198076 -1.06859978 -0.34842203  5.58048536]    	[1.32496263 3.88602887 1.20460941 6.01128726]                    	[4.31780029 6.15904088 4.53493018 6.24015576]
30 	168  	[1.3142364  2.15780049 1.12675593 0.12786031]	[-0.94198076 -1.88930018 -0.20102975  5.43237048]    	[1.28003597 3.67121943 1.23374922 6.0123718 ]                    	[4.31780029 6.15904088 4.63403455 6.24015576]
31 	168  	[1.26641838 2.11237578 1.13636555 0.12501972]	[-0.68040692 -1.88930018 -1.9482387   5.43237048]    	[1.62850644 3.81970217 1.10575385 6.01116642]                    	[6.39163733 6.21568936 4.70748457 6.21114953]
32 	168  	[1.36003378 2.16073201 1.37804117 0.15331834]	[-0.68040692 -1.81828003 -1.9482387   5.43237048]    	[1.49721613 3.67983742 1.15155692 6.00667875]                    	[6.96628538 6.22081139 4.97197566 6.24008432]
33 	168  	[1.39466199 2.2899456  1.12548748 0.11434136]	[-0.68040692 -4.15842795 -1.9482387   5.43237048]    	[1.61574035 3.51657826 0.9826307  6.02946562]                    	[6.96628538 6.22081139 4.97197566 6.24017124]
34 	168  	[1.49579809 2.32118592 1.12115934 0.11962309]	[-0.68040692 -4.15842795 -1.9482387   5.43237048]    	[1.56743572 3.65947813 1.04788329 6.02053681]                    	[6.96628538 6.22081139 4.97197566 6.24006081]
35 	168  	[1.57664575 2.42077611 1.13656599 0.12275447]	[-0.76344619 -4.15842795 -1.9482387   5.43237048]    	[1.45989069 3.57816663 1.08236165 6.02670126]                    	[6.96628538 6.22081139 4.97197566 6.24099484]
36 	168  	[1.5911534  2.36106152 1.1244779  0.12531458]	[-0.76344619 -4.15842795 -1.9482387   5.43237048]    	[1.57334634 3.61905645 1.03812267 6.02210311]                    	[6.96628538 6.22081139 4.97197566 6.24099496]
37 	168  	[1.6000262  2.76503943 1.14193702 0.15576351]	[ -2.06348528 -11.37437923  -1.9482387    5.14216267]	[1.37569389 2.67463903 0.78042793 6.05132023]                    	[6.96628538 6.22081139 4.97197566 6.24112548]
38 	168  	[1.5786621  2.51094366 1.18927647 0.13408027]	[-0.68040692 -6.63889881 -1.9482387   5.43237048]    	[2.02214207 3.4900455  0.88008875 6.02547835]                    	[6.96628538 6.22081139 4.97197566 6.24112548]
39 	168  	[1.81545888 2.82177287 1.23707341 0.14351969]	[-0.95972949 -6.63889881 -1.9482387   5.43237048]    	[2.07998256 3.18280239 0.85057516 6.00665075]                    	[6.96628538 6.22081139 4.97197566 6.24112548]
40 	168  	[1.91735683 2.99381212 1.28914906 0.15229126]	[-1.33784697 -6.63889881 -1.9482387   5.43237048]    	[2.10452376 3.01521646 0.80688194 6.00197403]                    	[6.96628538 6.22081139 4.97197566 6.24112548]
41 	168  	[2.00678862 3.32485295 1.35620313 0.16287967]	[-1.33784697 -6.63889881 -2.03047405  5.43237048]    	[2.34134443 2.70426886 0.72358728 5.98581159]                    	[6.96628538 6.24226726 4.97197566 6.24112548]
42 	168  	[2.10832597 3.21069673 1.57692546 0.16946346]	[-1.33784697 -6.79298872 -2.03047405  5.43237048]    	[2.54501292 2.73539822 0.88466519 5.961734  ]                    	[6.96628538 6.24226726 6.11771164 6.24000453]
43 	168  	[2.14896609 3.37174404 1.76419169 0.17742895]	[-1.33784697 -6.79298872 -1.9482387   5.43237048]    	[2.72594421 2.6813518  1.06584485 5.9325947 ]                    	[7.6851986  6.24226726 6.11771164 6.24017341]
44 	168  	[2.268139   3.26198557 1.80015589 0.18046025]	[-1.57106788 -8.02982711 -1.9482387   5.43237048]    	[2.60808862 2.90311303 1.42471405 5.91963223]                    	[7.6851986  6.24226726 6.11771164 6.23920192]
45 	168  	[2.2446789  3.07601323 1.86018756 0.18156541]	[-1.57106788 -8.02982711 -2.74649156  5.29138227]    	[2.6612665  3.00810322 1.43716939 5.90473059]                    	[7.6851986  6.24226726 6.11771164 6.23920192]
46 	168  	[2.37438269 3.0223675  1.93909263 0.18253004]	[-3.85363712 -8.02982711 -2.74649156  5.29138227]    	[2.66349117 2.89951081 1.54482808 5.89896549]                    	[7.6851986  6.24226726 7.58249172 6.23920192]
47 	168  	[2.50535168 3.10251618 2.01528364 0.19068933]	[-3.85363712 -8.02982711 -2.74649156  5.29138227]    	[2.84364856 2.7364512  1.44167773 5.88713058]                    	[7.6851986  6.24226726 7.58249172 6.24013556]
48 	168  	[2.64301619 3.08706308 2.16342571 0.19917717]	[-3.85363712 -8.77684536 -2.74649156  5.29138227]    	[3.12156481 2.58755603 1.40764058 5.8590373 ]                    	[7.6851986  6.24226726 7.58249172 6.24013556]
49 	168  	[2.60812632 3.1955523  1.96768097 0.19217496]	[-3.85363712 -8.77684536 -1.9482387   5.29138227]    	[2.93061811 2.7008476  1.94594168 5.85622601]                    	[7.6851986  6.24226726 7.58249172 6.24006823]
50 	168  	[2.66742618 3.25489284 2.08420974 0.35393212]	[-3.85363712 -8.77684536 -1.9482387   1.84945783]    	[3.11902556 2.35357091 1.98350367 5.80983152]                    	[7.6851986  6.24226726 7.58249172 6.23396727]
51 	168  	[2.69986612 3.35263879 2.13460457 0.35381702]	[-3.85363712 -8.77684536 -1.9482387   1.84945783]    	[3.23951768 2.45104319 1.94404378 5.79792121]                    	[7.6851986  6.21568936 7.58249172 6.23396727]
52 	168  	[2.79817272 3.68027043 2.13285113 0.35526885]	[-3.85363712 -8.77684536 -1.9482387   1.84945783]    	[3.34730772 2.55503139 1.88423217 5.79068318]                    	[7.6851986  6.21568936 7.58249172 6.17470609]
53 	168  	[3.00121552 3.43995626 2.36772011 0.2027866 ]	[-3.85363712 -8.77684536 -2.37117077  5.29138227]    	[3.32751364 2.82035781 1.9672887  5.79409955]                    	[7.6851986  6.21568936 7.58249172 6.2294367 ]
54 	168  	[3.04916818 3.42809179 2.39468492 0.20238617]	[-3.85363712 -9.16729381 -2.37117077  5.29138227]    	[3.29971055 2.76511736 2.08075706 5.79379363]                    	[7.8256212  6.21568936 7.58249172 6.2294806 ]
55 	168  	[3.15969151 2.97790442 2.48402751 0.20207826]	[-3.85363712 -9.16729381 -2.37117077  5.29138227]    	[3.17687847 3.03821943 2.19300507 5.78595301]                    	[8.1966603  6.21568936 7.58249172 6.2294806 ]
56 	168  	[3.23607843 2.9618587  2.64258793 0.22324494]	[-3.85363712 -9.16729381 -2.37117077  4.80430844]    	[2.96133115 2.83837689 2.13032465 5.78934775]                    	[8.1966603  6.21568936 7.58249172 6.22948862]
