gen	evals	std                                          	min                                              	avg                                              	max                                          
0  	168  	[0.43704572 1.1014395  0.27026684 1.40498688]	[-5.27128076 -5.34933769 -1.05179685  1.22441961]	[-0.05202838 -0.12851763 -0.01422297  4.88388159]	[0.5507271  5.49673929 2.20931777 6.24248074]
1  	168  	[0.21628758 1.03782331 0.29385814 1.50899502]	[-1.07281867 -4.04439899 -1.11977788  1.49676572]	[0.00784842 0.15415639 0.03150105 5.0309633 ]    	[1.00984754 5.49673929 2.20931777 6.24248074]
2  	168  	[0.29577275 1.13392155 0.3209202  0.80587314]	[-1.07281867 -4.17565685 -1.11977788  2.06197336]	[0.08714129 0.2026311  0.02605535 5.68976576]    	[2.35633613 5.49673929 2.20931777 6.24248074]
3  	168  	[0.31750034 1.27697439 0.30167161 0.71537803]	[-1.07281867 -4.17565685 -1.07647022  2.06197336]	[0.07492501 0.34486176 0.08072253 5.81721122]    	[2.35633613 5.49673929 2.20931777 6.24311839]
4  	168  	[0.29722616 1.26418732 0.2777315  0.3205075 ]	[-0.92542669 -3.4017905  -0.54137715  4.30754313]	[0.12890281 0.49870207 0.10751139 6.02326458]    	[2.35633613 5.49673929 2.20931777 6.24228481]
5  	168  	[0.29356469 1.17748289 0.30866286 0.20543608]	[-0.92542669 -0.29438673 -0.27300201  5.29213567]	[0.06525163 0.48587108 0.09758697 6.12078669]    	[2.35633613 5.49673929 2.20931777 6.24228481]
6  	168  	[0.43454564 1.62582235 0.33150096 0.30220436]	[-0.92542669 -1.20973127 -0.34151542  4.74878902]	[0.14693807 1.19592514 0.21079766 5.99653046]    	[2.69002297 5.81127943 2.20931777 6.24221012]
7  	168  	[0.49232144 1.94729997 0.34758244 0.36011936]	[-0.92542669 -1.20973127 -0.34151542  4.74878902]	[0.28503067 2.1042976  0.31052321 5.83665058]    	[2.69002297 5.81127943 2.20931777 6.24220873]
8  	168  	[0.49820793 1.84073877 0.4070553  0.31697802]	[-1.04636243 -1.20973127 -0.34151542  4.74878902]	[0.28147554 2.34034179 0.4043611  5.83565552]    	[2.69002297 5.81127943 2.20931777 6.24220873]
9  	168  	[0.5712583  1.80923435 0.60108564 0.27914074]	[-0.92542669 -1.58494983 -4.84995994  4.74878902]	[0.28300283 1.76112261 0.33998186 5.95671968]    	[3.46510946 5.81127943 2.20931777 6.24220873]
10 	168  	[0.67944931 1.83446637 0.46855472 0.23113417]	[-1.11916524 -4.57028912 -1.02299928  4.74878902]	[0.46582216 2.0171955  0.43626471 5.94548507]    	[3.46510946 5.81127943 2.20931777 6.24374302]
11 	168  	[0.75271826 1.93473046 0.54079746 0.2262706 ]	[-1.11916524 -4.57028912 -0.57268001  4.78671731]	[0.59748085 1.98112763 0.48673489 5.91471869]    	[3.46510946 6.05582415 3.99500943 6.24198563]
12 	168  	[0.94290149 2.02322566 0.63488682 0.25904892]	[-0.92542669 -4.57028912 -0.57268001  4.78671731]	[0.8756305  1.89326747 0.52202023 5.82534891]    	[3.46510946 6.05582415 3.99500943 6.24198563]
13 	168  	[0.94565186 3.0167934  0.79510363 0.26751446]	[ -0.92542669 -19.76700364  -1.24328888   4.78671731]	[0.74054835 2.0008967  0.68709999 5.83750631]    	[4.91114987 5.76036779 3.99500943 6.2434709 ]
14 	168  	[1.01696536 2.7728577  0.91013141 0.25166591]	[-1.86677392 -4.99625964 -0.96288559  5.07478966]    	[0.68212108 2.39798403 1.0609505  5.79773177]    	[4.91114987 5.76036779 5.44730851 6.24198563]
15 	168  	[1.06651032 2.88224299 0.89247757 0.25227313]	[-1.86677392 -4.31602818 -1.05664602  5.07478966]    	[0.69819221 2.55125141 1.15490744 5.79959049]    	[4.91114987 5.94848349 5.44730851 6.24198563]
16 	168  	[1.0922725  2.92858979 1.03828006 0.28315507]	[-1.86677392 -5.83489951 -1.05664602  4.76021607]    	[0.85799825 2.00975999 0.95387593 5.84879291]    	[4.91114987 6.08413613 5.44730851 6.24198628]
17 	168  	[1.04747867 2.84429751 1.11203995 0.30278812]	[ -1.86677392 -11.62331019  -1.05664602   4.76021607]	[0.89300489 1.92520259 0.80300481 5.89999114]    	[4.91114987 6.09076194 5.86614053 6.24198628]
18 	168  	[0.97494594 2.77403638 1.0395094  0.27070793]	[ -1.86677392 -11.62331019  -0.96288559   4.76021607]	[1.12090751 3.2634329  1.12004575 5.82414587]    	[4.91114987 6.09076194 5.86614053 6.24198563]
19 	168  	[1.04567196 2.70496592 1.33213257 0.2592022 ]	[ -1.86677392 -11.62331019  -1.98665444   4.76021607]	[1.26920388 2.60330047 0.9869197  5.86609727]    	[5.95969949 6.09076194 5.86614053 6.24198563]
20 	168  	[1.01994561 2.97018801 1.40470508 0.24086784]	[ -1.86677392 -12.82862354  -1.98665444   5.14656463]	[1.30637873 2.74302896 1.03736761 5.86690342]    	[5.95969949 6.09076194 5.86614053 6.22831923]
21 	168  	[1.13167385 3.44393295 1.79362556 0.25273837]	[ -3.13068819 -13.24545857 -10.69137948   5.07097322]	[0.97615359 1.90622426 0.87915316 5.96316111]    	[5.95969949 6.09076194 7.81204158 6.24015239]
22 	168  	[1.27793928 3.45159121 1.75782836 0.27549425]	[ -5.95594953 -13.24545857 -10.69137948   5.05312181]	[0.76216772 1.76290387 0.89456563 5.99512864]    	[5.95969949 6.13119014 7.81204158 6.24024711]
23 	168  	[1.23282336 3.29128171 1.565073   0.25738531]	[ -3.13068819 -13.24545857  -1.98665444   5.14656463]	[0.98545798 3.28257275 1.41561566 5.94253809]    	[5.95969949 6.09076194 7.81204158 6.23908183]
24 	168  	[1.30601556 3.18168967 1.73415705 0.25933689]	[ -3.13068819 -13.24545857  -1.98665444   5.14656463]	[1.56612783 3.14327783 1.53449282 5.86114093]    	[5.95969949 6.17599176 7.81204158 6.23908183]
25 	168  	[1.28856651 3.15735838 1.67414161 0.26265141]	[ -3.13068819 -13.24545857  -1.98665444   5.14656463]	[1.65811146 3.22076368 1.67956742 5.83673314]    	[5.95969949 6.23649206 7.81204158 6.23908183]
26 	168  	[1.35165838 3.68396115 1.84951979 0.25829518]	[ -5.54157773 -14.91579965  -1.98665444   5.14656463]	[1.71372743 2.84403026 1.70785529 5.80892302]    	[5.95969949 6.23649206 7.81204158 6.22948001]
27 	168  	[1.40085135 3.57437912 1.91835198 0.26724398]	[ -5.54157773 -13.24545857  -1.98665444   5.14656463]	[1.59423863 2.45305882 1.66391832 5.83734402]    	[5.95969949 6.19049495 7.81204158 6.22948001]
28 	168  	[1.41848815 3.85072262 1.95033913 0.26927743]	[ -5.54157773 -13.24545857  -1.98665444   5.14656463]	[1.59061129 2.44530614 1.52066713 5.83824375]    	[5.95969949 6.19049495 7.81204158 6.22818752]
29 	168  	[1.55381941 4.3267702  2.02935101 0.26807623]	[ -5.54157773 -14.98654048  -1.98665444   5.14656463]	[1.56844424 2.15839696 1.54672064 5.83768163]    	[5.95969949 6.12860361 7.81204158 6.22857848]
30 	168  	[1.65511892 4.98506813 1.8302172  0.28051806]	[ -5.54157773 -15.62006163  -1.08615371   5.14656463]	[1.29898544 2.22916926 1.79166467 5.85667487]    	[5.95969949 6.12860361 7.81204158 6.22965752]
31 	168  	[1.76734665 6.35156308 2.21677932 0.27176801]	[ -3.13068819 -21.55106709  -1.08615371   5.14656463]	[1.33665123 0.17805066 2.19302717 5.81665937]    	[5.95969949 6.12860361 7.81204158 6.23838405]
32 	168  	[1.48140322 5.520756   2.12302707 0.26247198]	[ -4.28953152 -16.21530257  -2.16969071   5.20728828]	[1.96030086 1.5757267  1.83913119 5.81285173]    	[5.95969949 6.12860361 7.81204158 6.2402564 ]
33 	168  	[1.67438885 6.52597651 2.4487157  0.25940016]	[ -4.28953152 -18.74486314  -2.16969071   5.20728828]	[1.76800459 0.54114008 2.33284169 5.81155873]    	[5.95969949 6.12860361 7.81204158 6.2402564 ]
34 	168  	[1.72634489 6.6054693  2.51308422 0.25236182]	[ -4.28953152 -18.74486314  -2.16969071   5.20728828]	[1.66039108 0.39746338 2.58939011 5.81073836]    	[5.95969949 6.1175137  7.81204158 6.2402564 ]
