0,1,2,3,4,5,6,7,8
4.029632019835433e-06,5.594182566793311e-06,2.8831647580034995e-05,7.946412534529276e-05,7.980634401899702e-05,7.899514862946812e-05,8.001812569860069e-05,7.92536290672029e-05,7.979213254558728e-05
1.972653416920372e-20,3.271090484770125e-20,4.910299692249351e-21,1.0883203626933506e-19,8.485808076203085e-20,5.877455425834074e-20,7.636824863103239e-20,9.746886931430276e-20,1.0010646974720427e-19
5.43719876051964e-05,4.4020509597405705e-05,3.407906071193031e-05,2.8489554305326466e-05,3.7510233404916784e-05,2.4832972498132085e-05,4.554605587090961e-05,3.871460405519755e-05,4.060355232247327e-05
0.0008814613497750462,0.0007097574298340616,0.0005013486028235172,1.0246224710600679e-05,9.376868002281528e-07,7.194896109267057e-20,1.0863833411575628e-05,1.0025916146945988e-05,1.1777983670243261e-05
0.006644224080357192,0.006567718812638666,0.0058990064560099885,0.001845154835592838,0.0017250056968759054,0.0016248297644695154,0.001405511213405583,0.0014457769213930018,0.0012263132915945434
0.020485503674552926,0.019772113251893035,0.01786386986181806,0.013501404986608845,0.010374397576603639,0.010061543939113675,0.009790245863778763,0.009596932817341317,0.009194604549109376
0.040415528220400926,0.040983276165982435,0.03881809988511097,0.04035387124570705,0.029556842753688795,0.028868049582309277,0.02859897470782666,0.028231776644372316,0.02748364171969751
0.06028054162765228,0.0631772171341592,0.06148811265812421,0.06042906167379526,0.054114234970604566,0.05310702251441605,0.052622474121585175,0.05198730159161674,0.05133075044443985
0.08655517743418142,0.08594928459847322,0.08805578386395249,0.08527338641255698,0.07880019807724971,0.07843509285695714,0.07831838383064739,0.07794045197323796,0.07722515495922971
0.10879048519651957,0.1079193925368194,0.10984560186844713,0.10966142081795596,0.1002080986901719,0.09929161974687706,0.09852620711653512,0.09821280895733801,0.09754174899098206
0.12494535447761587,0.1249018237955787,0.1266568161485529,0.12094131096257281,0.12007330937118799,0.11889151225193575,0.11771395508493616,0.11631155316906555,0.11521288457378334
0.1411692766671183,0.141456388286117,0.1417265643459636,0.1367551876148794,0.1355612113662447,0.13359605622419637,0.13294208517246914,0.13246368941045994,0.1319027453985117
0.15572437237677064,0.15569378290811672,0.15561733989068022,0.1521452423211325,0.1496696765065633,0.14861371031250373,0.1477529043224898,0.14712312171521522,0.146180211022056
0.16910482656552514,0.1689980826685304,0.16832093813913887,0.16682291671069077,0.16562172212030515,0.162175613621936,0.16126536352743812,0.161003740777757,0.16067794494396812
0.17760426902143162,0.17955801365710358,0.1806425760739931,0.18086592843949093,0.17701246026347764,0.17669946143915294,0.17595028241761207,0.17525969166618136,0.1749862268953706
0.18876082365135569,0.1905405054118237,0.18903534919237952,0.18830412577632946,0.1876165298471635,0.1873479837775178,0.18638402823174668,0.18615924877088863,0.18568398201471517
0.19932750927604959,0.2044416297041335,0.20262689649780644,0.20085051420631855,0.20009149616479388,0.19949915109161906,0.1990910735498093,0.19888878279300182,0.19868453896799798
0.21276137071115694,0.21363442376584496,0.20949334904687314,0.20450969338932187,0.203888642546039,0.20347209932206095,0.20316123113698245,0.20282515777798013,0.20253200036388358
0.2294575558208666,0.21937707379085675,0.2170328488673925,0.2176485922002204,0.2168239045255969,0.21563836696071403,0.21595014369344587,0.2145841376000716,0.21366856014618035
0.24526441934610235,0.23924235907264527,0.22981760983931382,0.229140462277504,0.22970153151305725,0.22834157643642772,0.2269467502406569,0.22558014959259468,0.22787613441695795
0.26178747897767124,0.2547751652857474,0.2450482843155033,0.24493099173806868,0.2440602727911324,0.2431832476813106,0.2435683445967739,0.24213061780391865,0.2414080676190221
