gen	evals	std                                          	min                                              	avg                                              	max                                          
0  	168  	[0.41439958 0.69011154 0.10752492 1.12957281]	[-0.81401878 -4.59027055 -0.87163503 -0.23623885]	[ 0.12996718  0.0860928  -0.01444087  1.47915724]	[0.87395192 2.76633481 0.36998225 6.27685779]
1  	168  	[0.25847709 0.88005617 0.1158978  1.17363038]	[-0.81401878 -4.59027055 -0.87163503  0.76308078]	[ 0.30552117  0.29524023 -0.00462851  1.99147885]	[0.87395192 2.76633481 0.37642995 6.27685779]
2  	168  	[0.38639315 1.00258339 0.13534573 1.52266768]	[-0.83983024 -4.59027055 -0.87163503  0.72584902]	[0.25353016 0.52580447 0.01163844 2.43808391]    	[1.15470554 3.05841462 0.72669057 6.28439393]
3  	168  	[0.3787163  1.14066088 0.20485273 1.8344061 ]	[-1.23920934 -4.59027055 -1.01686123  0.56584002]	[0.20235395 0.82732793 0.03928487 3.03333277]    	[1.15470554 3.43785638 0.94950271 6.28439393]
4  	168  	[0.44512956 1.22972051 0.26846421 2.00148635]	[-1.23920934 -4.59027055 -1.01686123  0.56584002]	[0.11287107 0.81304613 0.05614206 3.37669051]    	[1.15470554 3.97776138 1.13293525 6.28439393]
5  	168  	[0.41500666 1.81464299 0.35181256 1.69833031]	[ -1.83235427 -16.12740739  -2.57766008   0.72584902]	[0.24156621 0.65139409 0.02852082 3.65654157]    	[1.61774159 5.51581723 1.15735712 6.28438454]
6  	168  	[0.42514707 1.91302821 0.38057711 1.67430641]	[ -1.83235427 -16.12740739  -2.57766008   0.72584902]	[0.16676043 0.85263641 0.03779371 3.95502861]    	[1.61774159 5.51581723 1.15735712 6.49804735]
7  	168  	[0.63812    2.28264728 0.50762133 1.58668449]	[ -1.83235427 -16.12740739  -2.57766008   0.72584902]	[0.12789661 1.06318532 0.17877483 3.48660948]    	[3.46837402 5.91373515 1.15735712 6.49804735]
8  	168  	[0.54998332 2.08418728 0.36728556 1.37293677]	[ -1.48342911 -16.12740739  -2.57766008   2.07766534]	[ 0.37522149  0.50732772 -0.01314665  3.88554888]	[3.83168708 5.91373515 1.35437104 6.49840595]
9  	168  	[0.61803558 2.05127478 0.34734365 1.25292535]	[ -2.04780351 -16.12740739  -2.57766008   2.0154408 ]	[0.21123327 1.05070613 0.05644049 4.32346537]    	[3.83168708 5.99608681 1.41380037 6.49840595]
10 	168  	[0.64922046 3.17562747 0.46178077 1.27270477]	[ -1.48342911 -26.71561468  -3.24665953   2.09507266]	[0.25266246 0.83168361 0.07742678 4.34395634]    	[3.83168708 5.99608681 1.92600529 6.49840595]
11 	168  	[0.68884888 3.46685523 0.52625482 1.28626334]	[ -1.48342911 -26.71561468  -3.24665953   2.09507266]	[0.29550143 0.74512307 0.0798434  4.25174218]    	[3.83168708 5.99608681 1.92600529 6.49840595]
12 	168  	[0.75209305 4.02380191 0.65260141 1.34465564]	[ -1.48342911 -26.71561468  -3.24665953   2.09507266]	[0.3608036  0.48945993 0.04562166 4.13543871]    	[3.83168708 5.99608681 1.97656569 6.50223236]
13 	168  	[0.97608273 4.81620403 0.81490403 1.42017291]	[ -1.48342911 -26.71561468  -3.24665953   2.09507266]	[ 0.50968901  0.12022826 -0.02564274  4.16869955]	[3.89109429 5.99608681 2.09217154 6.4989543 ]
14 	168  	[1.08102434 5.93925582 0.97863325 1.29965109]	[ -1.50279028 -30.57741619  -4.53803991   2.09507266]	[ 0.60650064 -0.2147718  -0.04098172  3.94379042]	[3.89109429 6.05844203 2.09217154 6.4989543 ]
15 	168  	[1.37098723 6.83172425 1.0615122  1.36621395]	[ -1.50370325 -39.06593375  -4.53803991   2.09507266]	[0.69050262 0.3780323  0.14887155 4.08882525]    	[4.26133977 6.05844203 2.09217154 6.50349932]
16 	168  	[ 1.53652079 10.27170797  1.4281169   1.49574003]	[ -1.50370325 -58.98951245  -4.53803991   1.87122933]	[ 0.85917245 -0.62690362  0.14727143  4.02544426]	[4.26133977 6.05844203 2.31069448 6.50349932]
17 	168  	[1.73807831 3.72915016 0.83585351 1.646178  ]    	[ -3.71622912 -29.41785557  -1.46366386   1.98101274]	[0.73865092 3.27166067 0.88678689 4.33931684]    	[4.26133977 6.07885468 4.88548542 6.50349932]
18 	168  	[1.71576613 3.78679118 0.8358201  1.62308094]    	[ -3.71622912 -29.41785557  -1.46366386   1.98101274]	[0.84151487 3.1320226  0.90998684 4.23793014]    	[4.26133977 6.07885468 4.88548542 6.50135614]
19 	168  	[1.82238987 3.78148193 0.83481652 1.6027097 ]    	[ -3.71622912 -18.37562824  -1.46366386   1.98101274]	[1.17177231 3.16032538 0.99499082 4.12180327]    	[4.91362975 6.12312797 4.88548542 6.50135614]
20 	168  	[1.86565954 4.32131027 1.0201925  1.55330921]    	[ -3.71622912 -18.37562824  -2.266864     1.98101274]	[1.33533484 2.3280878  0.91318062 3.97041062]    	[4.91362975 6.12312797 5.18352098 6.69031919]
21 	168  	[1.95819911 6.27813656 1.19898081 1.52057781]    	[ -3.62439194 -38.62834978  -6.77154772   1.98101274]	[1.17779706 2.13688129 0.94816714 4.11436087]    	[4.91362975 6.16417486 5.18352098 6.69031919]
22 	168  	[1.77026853 7.11821167 1.36628329 1.61302156]    	[ -3.62439194 -40.5749649   -6.77154772   1.98101274]	[1.65580698 0.98930374 0.92249344 4.03814522]    	[4.91362975 6.1851857  5.18352098 6.69031919]
23 	168  	[1.73724092 7.54996555 1.38678875 1.63883948]    	[ -3.62439194 -40.5749649   -6.77154772   1.68617791]	[1.76231233 0.69124669 0.99727727 3.95914508]    	[4.91362975 6.1851857  5.18352098 6.69031919]
24 	168  	[2.04242832 8.45834324 1.37848584 1.50880555]    	[ -3.62439194 -40.5749649   -6.77154772   1.93945564]	[2.0630388  0.59137303 1.46335185 3.752632  ]    	[4.91362975 6.1851857  5.18352098 6.69031919]
25 	168  	[2.11249818 9.04825068 1.47353697 1.4667022 ]    	[ -3.62439194 -40.5749649   -6.77154772   2.02629076]	[ 1.95775671 -0.42495652  1.41013897  3.91359162]	[4.91362975 6.16279151 5.18352098 6.69031919]
26 	168  	[2.25588956 9.40490958 1.58718312 1.55919513]    	[ -3.62439194 -40.5749649   -6.77154772   2.02629076]	[ 1.85474121 -0.45634726  1.41894638  4.04282532]	[5.067074   6.24404958 5.18352098 6.69031919]
27 	168  	[2.36006469 8.56118808 1.71807492 1.5838902 ]    	[ -3.62439194 -38.62834978  -6.90227173   1.68696667]	[1.69296137 0.19822649 1.49541427 4.11507202]    	[5.52174573 6.24404958 5.18352098 6.69031919]
