gen	evals	std                                          	min                                              	avg                                              	max                                          
0  	168  	[0.23650895 0.42683925 0.07770039 1.62632166]	[-0.37693863 -3.73983508 -0.74968466 -2.07713592]	[ 0.03107334  0.00401591 -0.01153801  0.487297  ]	[0.4349923  1.58633501 0.09086411 6.82176013]
1  	168  	[0.22279184 0.63829792 0.18245529 1.8043129 ]	[-0.3746383  -4.35005953 -1.93907916 -1.67839591]	[ 0.14249944 -0.00602473 -0.03049531  1.46967574]	[1.24194929 1.58633501 0.09086411 6.82178075]
2  	168  	[0.23578649 0.95031357 0.24291494 1.9381115 ]	[-0.33685825 -5.51584574 -1.93907916 -1.08759633]	[ 0.16846188 -0.06578749 -0.05421169  2.44937272]	[1.24194929 1.58633501 0.14758181 6.95254963]
3  	168  	[0.2730546  1.01625068 0.24627103 1.98968411]	[-0.94541369 -5.51584574 -1.93907916 -1.08759633]	[ 0.11507664  0.13413161 -0.04921242  3.3660244 ]	[1.24194929 3.99992328 0.2404292  6.95254963]
4  	168  	[0.30298266 1.21555737 0.30389886 2.01786274]	[-0.94541369 -7.00163904 -1.93907916 -1.08759633]	[ 0.16101371  0.06441327 -0.07512154  3.54862603]	[1.24757119 3.99992328 0.2404292  6.96408273]
5  	168  	[0.29102871 1.20627369 0.32313975 2.14724032]	[-0.94541369 -7.00163904 -1.93907916 -1.35926566]	[ 0.17230604  0.15709442 -0.03747295  3.4833358 ]	[1.24757119 4.06124511 1.87741748 6.98532249]
6  	168  	[0.30974018 1.46095202 0.36906943 1.94872527]	[-0.81363008 -7.00163904 -1.93907916  0.24963473]	[ 0.15183546  0.3439574  -0.01071712  3.85939193]	[1.24757119 4.99609788 1.87741748 6.95502219]
7  	168  	[0.39360694 1.96891393 0.47223698 1.9577492 ]	[-1.71053653 -7.00163904 -1.93907916  0.24963473]	[0.11043191 0.385899   0.03771071 4.49380645]    	[1.24757119 6.01066232 1.87741748 6.96751637]
8  	168  	[0.60025533 2.94096648 0.68503467 1.69235818]	[-1.71053653 -8.86243821 -1.93907916  0.24963473]	[0.20757723 0.23142977 0.01803784 4.14214371]    	[1.57062104 6.01066232 1.87741748 6.97313794]
9  	168  	[0.673975   3.71027775 0.81923559 1.75545165]	[ -1.71053653 -17.66809269  -2.14378375   0.59082825]	[0.23894164 0.04033512 0.02341971 4.04668379]    	[1.64316888 6.01066232 2.96401301 6.97313794]
10 	168  	[0.6822626  3.39103822 0.76113787 1.8218145 ]	[ -2.10142278 -17.66809269  -2.19815966   0.59082825]	[ 0.24671331 -0.12105325 -0.02682904  4.6661444 ]	[1.66377315 6.01066232 2.96401301 6.97313794]
11 	168  	[0.60365176 3.16426963 0.69765353 1.64829018]	[ -2.10142278 -17.66809269  -2.19815966   0.94904901]	[-4.33967316e-03  6.80771983e-01  1.64330559e-01  5.36419850e+00]	[1.66377315 6.16996078 3.20323337 6.97393692]
12 	168  	[0.47386974 3.31628822 0.60433787 1.3777173 ]	[ -1.42028346 -20.46751163  -2.02483263   1.36852661]	[0.11277859 0.12942692 0.06215145 5.89462182]                    	[2.05736239 6.16996078 3.20323337 6.97525379]
13 	168  	[0.65367846 4.92286729 0.79745037 1.17300866]	[ -1.41604633 -25.48671058  -3.3628957    2.6586877 ]	[ 0.24581291 -0.56811127  0.05243841  5.61066381]                	[2.73749408 6.16996078 3.20323337 7.11407941]
14 	168  	[0.6788519  2.79866224 0.75805974 1.10410699]	[-1.41604633 -8.55216561 -1.23057479  2.6586877 ]    	[0.25804073 0.87290783 0.23353209 5.51930647]                    	[2.78180031 6.16996078 3.20323337 7.11407941]
15 	168  	[0.77418948 4.14319804 1.14363805 1.13455156]	[ -1.65205238 -21.39059827  -8.08100864   2.04209014]	[0.25166929 0.78080852 0.3332679  5.69756218]                    	[3.29983626 6.19751759 3.44201751 7.11407941]
16 	168  	[0.92855351 5.20972837 1.36066856 1.08300053]	[ -3.80181053 -33.70892292  -8.08100864   2.04209014]	[0.1939948  0.9347374  0.48219124 5.6872825 ]                    	[4.08470555 6.19751759 5.23317319 7.11407995]
17 	168  	[1.18480632 8.32896051 1.67506395 1.21400291]	[ -3.81808789 -62.41983772  -8.08100864   2.04209014]	[ 0.34883628 -0.42587007  0.29211144  5.52022586]                	[4.08470555 6.20222394 5.23317319 7.16839592]
18 	168  	[ 1.392928   10.62388203  1.95616667  1.19852229]	[ -3.91829793 -67.36230779  -8.08100864   1.77730229]	[ 0.32963525 -1.05369055  0.37312109  5.5316151 ]                	[4.28524893 6.20222394 5.23317319 7.16839592]
